エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,北緯,東経,end
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,4号機,103000,計画停止,停止・定期検査等,,2024/2/8 9:00,あり,2024/2/9,点検作業  当社管理番号：TNI-23-160,2024/2/9 5:44,34.0468544,135.9710804,
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,3号機,103000,計画停止,停止・定期検査等,,2024/2/9 4:30,あり,2024/2/9,当社管理番号：当直間  4号機揚水試験に伴う停止,2024/2/9 2:53,34.0468544,135.9710804,
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,3号機,103000,計画停止,停止・定期検査等,,2024/2/9 0:30,あり,2024/2/9,当社管理番号：当直間  4号機揚水試験に伴う停止,2024/2/8 23:29,34.0468544,135.9710804,
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,3号機,103000,計画停止,停止・定期検査等,,2024/2/8 20:30,あり,2024/2/8,当社管理番号：当直間  4号機揚水試験に伴う停止,2024/2/8 17:36,34.0468544,135.9710804,
東北,東北電力株式会社,2K219,東北電力新仙台火力発電所３号系列,火力（ガス）,３－２号機,523000,計画停止,停止・その他,,2024/2/17 6:30,あり,2024/2/18,作業による停止,2024/2/8 15:24,38.2768964,141.0390442,
東京,株式会社JERA,GB643,袖ケ浦火力発電所２号機,火力（ガス）,袖ケ浦２号,1000000,出力低下,低下・その他,759000,2024/2/19 0:20,あり,2024/2/19,"試運転  平均低下量	   759000 kW  最大低下量	   950000 kW  最小低下量	   500000 kW",2024/2/8 13:45,35.4302559,139.9548805,
東北,福島ガス発電株式会社,6AQR25002,福島天然ガス発電所,火力（ガス）,1号機,590000,計画停止,停止・設備故障,,2024/2/12 9:30,あり,2024/2/12,ボイラー関連設備点検,2024/2/8 13:22,37.8491603,140.9529463,
九州,九州電力株式会社,97015,大平発電所,水力,１号機,250000,計画外停止,停止・設備故障,,2024/2/8 12:07,あり,2024/2/8,大平発電所　１号機入口弁下流シール不動作（調査）,2024/2/8 12:23,32.4212723,130.6958582,
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,5号機,300000,計画停止,停止・燃料制約,,2024/2/13 10:00,あり,2024/2/15,運用停止,2024/2/8 12:07,35.3620056,139.8606315,
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,5号機,300000,出力低下,低下・燃料制約,185000,2024/2/13 5:00,あり,2024/2/13,最大低下量：225000ｋW  最小低下量：145000ｋW,2024/2/8 12:04,35.3620056,139.8606315,
東京,株式会社JERA,GB643,袖ケ浦火力発電所２号機,火力（ガス）,袖ケ浦２号,1000000,計画停止,停止・設備故障,,2024/2/16 21:50,あり,2024/2/19,ボイラ関連設備,2024/2/8 11:35,35.4302559,139.9548805,
東京,鹿島共同火力株式会社,60413,鹿島共同発電所,火力（ガス）,５号機,300000,計画停止,停止・燃料制約,,2024/2/8 6:38,あり,2024/2/9,燃料調整の為,2024/2/8 11:04,35.9410905,140.6881451,
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・設備故障,,2024/2/8 6:02,あり,2024/2/8,発電機作業のため,2024/2/8 7:02,34.1134687,135.8231906,
東京,株式会社JERA,GB583,富津火力発電所１号系列２軸,火力（ガス）,富津１－２軸,167000,計画停止,停止・設備故障,,2024/2/3 10:40,あり,2024/2/7,タービン関連設備,2024/2/7 20:29,35.3040598,139.8571263,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・設備故障,500000,2024/2/7 14:11,あり,2024/2/8,・機器故障  ・最大低下量：500000kW  ・最小低下量：500000kW,2024/2/7 19:55,34.7789247,131.9197247,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・その他,219192,2024/2/8 15:00,あり,2024/2/9,燃焼試験　　最大低下量：500000kW　　最小低下量：0000kW　　平均低下量：219192kW,2024/2/7 19:46,34.7789247,131.9197247,
北陸,北陸電力株式会社,52314,北陸電力 富山新港火力発電所,火力（ガス）,2号機,500000,出力低下,低下・燃料制約,253854,2024/2/1 0:00,あり,2024/2/8,タンク1基運用に伴うLNG計画消費  最大低下量：425000kW  最小低下量：0kW,2024/2/7 18:41,36.7627507,137.1269738,
東京,株式会社JERA,GB583,富津火力発電所１号系列５軸,火力（ガス）,富津１－５軸,167000,計画停止,停止・設備故障,,2024/2/7 15:50,あり,2024/2/7,電気設備関連,2024/2/7 18:03,35.3040598,139.8571263,
四国,四国電力(株),80701-1,四国電力　西条発電所,火力（石炭）,１号機,500000,出力低下,低下・その他,311730,2024/2/19 7:00,あり,2024/2/19,燃焼調整試験  最大低下量：425000kW  最小低下量：0kW  平均低下量：311730kW,2024/2/7 18:02,33.919495,133.1811444,
四国,四国電力(株),80701-1,四国電力　西条発電所,火力（石炭）,１号機,500000,出力低下,低下・その他,171850,2024/2/15 3:00,あり,2024/2/16,燃焼調整試験　  最大低下量：350000kW  最低低下量：０kW  平均低下量：171850kW,2024/2/7 17:57,33.919495,133.1811444,
東北,株式会社JERA,4B191,上越火力発電所,火力（ガス）,２－１号機,595000,計画停止,停止・定期検査等,,2024/2/8 1:00,あり,2024/2/8,タービン関連設備,2024/2/7 17:38,37.2058481,138.2783907,
東北,株式会社JERA,4B191,上越火力発電所,火力（ガス）,２－１号機,595000,出力低下,低下・その他,302000,2024/2/6 20:00,あり,2024/2/8,タービン関連設備,2024/2/7 17:36,37.2058481,138.2783907,
中国,中国電力株式会社,76311,玉島発電所第２号機,火力（石油）,２号機,350000,計画停止,停止・設備故障,,2024/1/27 19:50,あり,2024/2/24,ボイラ設備故障,2024/2/7 16:39,34.5161225,133.6870665,
中国,中国電力株式会社,76414,水島発電所第３号機,火力（ガス）,３号機,340000,計画停止,停止・設備故障,,2024/2/2 18:00,あり,2024/2/9,機器修理,2024/2/7 16:27,34.5079128,133.7466522,
九州,大分共同火力株式会社,932PC,大分共同発電所,火力（ガス）,3号機,147000,計画停止,停止・その他,,2024/2/15 6:00,あり,2024/2/16,設備点検補修,2024/2/7 15:34,33.2695156,131.6477831,
東北,相馬共同火力発電株式会社,2500125017,相馬共同火力発電株式会社新地火力発電所,火力（石炭）,新地1号機,1000000,出力低下,低下・その他,469714,2024/2/29 10:00,あり,2024/2/29,最大低下量：1000000kw  最低低下量：0kw  定期点検に伴う負荷降下,2024/2/7 13:10,37.8760601,140.9195783,
東京,株式会社JERA,GB583,富津火力発電所２号系列５軸,火力（ガス）,富津２－５軸,162000,計画停止,停止・その他,,2024/2/8 9:00,あり,2024/2/8,環境関連設備,2024/2/7 11:10,35.344627,139.8347731,
東京,株式会社JERA,GB563,広野火力発電所５号機,火力（石炭）,広野５号,600000,計画停止,停止・設備故障,,2024/2/23 5:00,あり,2024/4/2,タービン関連設備,2024/2/6 20:24,37.2311154,141.0143213,
四国,土佐発電株式会社,81562,土佐発電所,火力（石炭）,単独,167000,計画外停止,停止・設備故障,,2024/2/6 15:00,あり,2024/2/8,設備トラブル,2024/2/6 19:52,33.5342366,133.5569064,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・設備故障,117822,2024/2/7 10:35,あり,2024/2/9,最大低下量：490000kW  最小低下量：0kW  機器修理,2024/2/6 16:37,34.7789247,131.9197247,
九州,電源開発,950AA,電源開発松島火力発電所,火力（石炭）,1号機,500000,出力低下,低下・設備故障,225000,2023/8/12 16:48,あり,2024/2/7,A-BUF起動不可  最大低下量225000KW  最小低下量225000KW,2024/2/6 16:06,32.9407158,129.5969422,
関西,関西電力株式会社,63D51,高浜発電所,原子力,１号機,826000,出力低下,低下・設備故障,496000,2024/1/22 9:05,あり,2024/2/7,最大低下量：496000（ｋＷ）  最小低下量：496000（ｋＷ）  発電機作業のため,2024/2/6 15:31,35.521402,135.504013,
東京,株式会社JERA,GB573,川崎火力発電所２号系列１軸,火力（ガス）,川崎２－１軸,500000,計画停止,停止・設備故障,,2024/2/23 5:00,あり,2024/2/23,タービン関連設備,2024/2/6 13:25,35.5124341,139.7622072,
東北,株式会社JERA,4B189,上越火力発電所,火力（ガス）,１－１号機,595000,出力低下,低下・その他,302000,2024/2/2 15:30,あり,2024/2/6,ボイラ関連設備,2024/2/6 1:25,37.2058481,138.2783907,
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,1号機,225000,計画停止,停止・設備故障,,2024/2/5 19:11,あり,2024/2/5,渋滞発生に伴う調査・復旧  当社管理番号：当直間,2024/2/5 23:19,35.1317804,137.7894973,
中国,電源開発,75202,電源開発竹原火力発電所３号機,火力（石炭）,3号機,700000,出力低下,低下・設備故障,140000,2024/2/5 4:38,あり,2024/2/5,給炭機不具合,2024/2/5 21:35,34.3371779,132.9615081,
中部,株式会社JERA,45140,新名古屋火力発電所,火力（ガス）,８－１号機,400000,計画停止,停止・定期検査等,,2024/2/2 12:00,あり,2024/2/5,ボイラ関連設備,2024/2/5 19:46,35.0661527,136.8795429,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・その他,300000,2024/2/4 23:30,あり,2024/2/5,最大低下量：300000kW  最小低下量：0kW  燃焼試験,2024/2/5 19:08,34.7789247,131.9197247,
東北,東北電力株式会社,2G132,東北電力秋田火力発電所４号機,火力（石油）,４号機,600000,出力低下,低下・設備故障,191000,2024/2/5 12:05,あり,2024/2/6,設備不具合  最大低下量：340000kW  最小低下量：180000kW,2024/2/5 17:54,39.7835937,140.048667,
四国,電源開発,83251,電源開発橘湾火力発電所,火力（石炭）,1号機,1050000,計画停止,停止・設備故障,,2024/1/24 9:21,あり,2024/2/8,ボイラ関連設備不具合  工程見直し,2024/2/5 14:12,33.85667,134.651201,
東京,株式会社JERA,GB603,横浜火力発電所７号系列１軸,火力（ガス）,横浜７－１軸,377000,計画停止,停止・設備故障,,2024/2/17 6:30,あり,2024/2/19,ガスタービン関連設備,2024/2/5 14:04,35.4769577,139.6774088,
関西,関西電力株式会社,6.80E+01,奥多々良木発電所,水力,５号機,360000,計画停止,停止・設備故障,,2024/2/20 8:00,あり,2024/2/20,発電機作業,2024/2/5 10:19,35.236933,134.832166,
関西,関西電力株式会社,6.80E+01,奥多々良木発電所,水力,５号機,360000,計画停止,停止・設備故障,,2024/2/20 9:00,あり,2024/4/11,発電機作業,2024/2/5 10:18,35.236933,134.832166,
関西,関西電力株式会社,68C41,姫路第二発電所,火力（ガス）,１号機,486500,計画停止,停止・設備故障,,2024/2/23 0:00,あり,2024/2/25,発電機作業,2024/2/5 10:16,34.7737623,134.69317,
関西,関西電力株式会社,62A47,南港発電所,火力（ガス）,２号機,600000,計画停止,停止・設備故障,,2024/2/23 0:00,あり,2024/2/24,発電機作業,2024/2/5 10:15,34.6177617,135.4043667,
関西,関西電力株式会社,63C00,喜撰山発電所,水力,２号機,233000,計画停止,停止・設備故障,,2024/2/5 0:18,あり,2024/2/5,発電機設備故障,2024/2/5 1:12,34.8958131,135.8583239,
東京,株式会社JERA,GB633,東扇島火力発電所１号機,火力（ガス）,東扇島１号,1000000,出力低下,低下・設備故障,650000,2024/2/4 2:00,あり,2024/2/4,タービン関連設備,2024/2/4 6:08,35.4984084,139.7579871,
北海道,北海道電力株式会社,10214,知内発電所,火力（石油）,２号機,350000,計画外停止,停止・設備故障,,2024/2/4 11:00,あり,2024/2/4,ボイラ設備点検,2024/2/3 22:50,41.5819614,140.424872,
関西,相生バイオエナジー株式会社,6837V,相生バイオマス発電所,その他,単独,200000,計画停止,停止・設備故障,,2024/2/3 10:28,あり,2024/2/4,ボイラ設備不具合,2024/2/3 21:04,34.803968,134.4683474,
中部,株式会社JERA,44001,知多火力発電所,火力（ガス）,５号機,700000,計画停止,停止・定期検査等,,2024/2/2 0:00,あり,2024/2/3,タービン関連設備,2024/2/3 18:12,34.9884043,136.8414968,
関西,関西電力株式会社,67C43,御坊発電所,火力（石油）,３号機,600000,計画停止,停止・設備故障,,2024/2/3 7:00,あり,2024/2/3,発電機作業,2024/2/3 17:04,33.860003,135.1524544,
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,1号機,225000,計画停止,停止・設備故障,,2024/2/3 10:48,あり,2024/2/3,渋滞発生に伴う調査・復旧  当社管理番号：当直間,2024/2/3 16:24,35.1317804,137.7894973,
東京,株式会社JERA,GB623,鹿島火力発電所７号系列１軸,火力（ガス）,鹿島７－１軸,420000,計画停止,停止・設備故障,,2024/1/31 14:00,あり,2024/2/2,ボイラ関連設備,2024/2/2 19:24,35.9169878,140.7017113,
中国,中国電力株式会社,76310,玉島発電所第３号機,火力（石油）,３号機,500000,計画停止,停止・設備故障,,2024/2/3 6:30,あり,2024/2/3,機器修理,2024/2/2 18:39,34.5161225,133.6870665,
関西,泉北天然ガス発電株式会社,62F61,泉北天然ガス第一発電所,火力（ガス）,４号機,277500,計画停止,停止・設備故障,,2024/1/28 16:55,あり,2024/2/3,蒸気タービン,2024/2/2 18:35,34.5417497,135.4029674,
東北,電源開発,30201,電源開発下郷発電所,水力,4号機,250000,計画停止,停止・設備故障,,2024/2/2 9:09,あり,2024/2/2,不具合調査,2024/2/2 17:36,37.3454187,139.9083741,
東京,株式会社JERA,GB623,鹿島火力発電所７号系列３軸,火力（ガス）,鹿島７－３軸,420000,計画停止,停止・設備故障,,2024/1/1 10:00,あり,2024/2/5,起動装置関連設備,2024/2/2 16:30,35.9169878,140.7017113,
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,低下・その他,144800,2024/2/9 8:30,あり,2024/2/9,試運転  最大低下量：316500kW  最小低下量：0kW,2024/2/2 9:04,34.7737623,134.69317,
関西,関西電力株式会社,62A42,堺港発電所,火力（ガス）,２号機,400000,出力低下,低下・その他,298000,2024/2/5 11:30,あり,2024/2/5,試運転  最大低下量：400000kW  最小低下量：0kW,2024/2/1 17:09,34.5678602,135.440578,
東京,東京電力リニューアブルパワー株式会社,31203,神流川発電所,水力,1号機,470000,計画停止,停止・定期検査等,,2024/2/14 9:00,あり,2024/10/23,機器修理,2024/2/1 10:44,36.0337251,138.7055881,
